name,Model,price,Giá hiện tại,Khuyến mãi,Link,Mô tả
Laptop HP Gaming VICTUS 16 s0078AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (8C5N7PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1,"['Việc sở hữu một chiếc laptop gaming mạnh mẽ là điều không thể thiếu để các game thủ chinh phục mọi trận chiến. Nắm bắt được điều đó HP đã cho ra mắt sản phẩm laptop HP Gaming VICTUS 16 s0078AX R5 7640HS (8C5N7PA) - cỗ máy chiến game được trang bị cấu hình ấn tượng, thiết kế thời thượng cùng khả năng tản nhiệt vượt trội, sẵn sàng cùng bạn bứt phá mọi giới hạn.']"
Laptop MSI Gaming Cyborg 14 A13VE i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (090VN),MSI,27.990.000₫,27.190.000₫ *,Không có,//www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,['Laptop MSI Gaming Cyborg 14 A13VE i7 13620H (090VN) không chỉ là sở hữu ngoại hình mạnh mẽ mà còn là một cộng sự đáng tin cậy cho cả game thủ và những chuyên gia thiết kế đồ họa chuyên nghiệp. Với một mức giá hợp lý bạn đã có thể sở hữu ngay một bộ cấu hình hoàn hảo cho những trận game bất tận đầy giải trí.']
Laptop HP Gaming VICTUS 16 r0228TX i5 13500H/32GB/512GB/6GB RTX4050/144Hz/Win11 (9Q979PA),HP,33.290.000₫,30.990.000₫ *,-6%,//www.thegioididong.com/laptop/hp-victus-16-r0228tx-i5-9q979pa,"['Laptop HP Gaming VICTUS 16 r0228TX i5 13500H (9Q979PA) có ngoại hình đa năng, hiệu dụng nhiều công việc khác nhau với các thành phần cấu hình đỉnh cao từ Intel Core i5 dòng H, card rời RTX 40 series cực mạnh, sẵn sàng đáp ứng mọi nhu cầu giải trí của các gamer hay công việc thiết kế cho nhà sáng tạo nội dung chuyên nghiệp.', 'Trải nghiệm những thử thách game kịch tính']"
Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w?utm_flashsale=1,"['Laptop Asus TUF Gaming A15 FA507NV R7 7735HS (LP031W) sở hữu thông số cấu hình đầy hứa hẹn với con chip AMD Ryzen 7 7735HS, GPU RTX 40 series cùng các tính năng tân tiến, sự trang bị hoàn hảo để game thủ có thể toả sáng trong bất cứ trận chiến nào.', 'Ngoại hình mạnh mẽ, bền bỉ như cỗ máy']"
Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,"['Laptop HP 15s fq5147TU i7 1255U (7C133PA) được trang bị bộ vi xử lý Intel Core i7 thế hệ 12 cùng những tính năng hấp dẫn khác, giúp người dùng có thể thực hiện các công việc hàng ngày một cách dễ dàng, hiệu quả.', 'Thiết kế cơ bản, giao diện hiện đại']"
Laptop MacBook Air 13 inch M3 16GB/ 256GB,MacBook,Không có,Không có,Không có,//www.thegioididong.com/laptop/macbook-air-13-inch-m3-16gb-256gb-8gpu,"['Các tín đồ của Apple luôn dành sự yêu thích đặc biệt cho MacBook Air - dòng sản phẩm mang đậm ngoại hình gọn nhẹ, sang trọng và hiệu năng mạnh mẽ. Apple tiếp tục khuấy động thị trường với phiên bản laptop Apple MacBook Air 13 inch M3 16GB/256GB. Không chỉ trang bị chip Apple M3 tiên tiến, mẫu máy này còn hứa hẹn đem lại trải nghiệm mượt mà, mạnh mẽ hơn bao giờ hết, từ thiết kế đến tính năng sẵn sàng chinh phục cả những người dùng khó tính nhất.', 'Thiết kế đẳng cấp, siêu mỏng siêu nhẹ']"
Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002),Acer,22.990.000₫,21.690.000₫,-5%,//www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002,"['Nếu bạn đang tìm kiếm một chiếc laptop nhẹ nhàng nhưng sở hữu hiệu năng mạnh mẽ, thiết kế sang trọng và đáp ứng đa dạng nhu cầu từ học tập, làm việc đến sáng tạo nội dung, thì laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H (NX.J4YSV.002) chính là sự lựa chọn đáng để bạn cân nhắc. Sản phẩm mang trong mình những công nghệ tiên tiến nhất, sẵn sàng đồng hành cùng bạn trên hành trình chinh phục mọi mục tiêu.']"
Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/12GB/512GB/6GB RTX3050/144Hz/Win11 (83LK0036VN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0036vn,"['Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX (83LK0036VN) không chỉ là một chiếc máy tính, mà còn là chiến hữu đắc lực dành riêng cho các game thủ khao khát vượt qua mọi giới hạn trong thế giới ảo. Từ thiết kế cho đến cấu hình, mọi yếu tố trên chiếc laptop này đều được tối ưu để mang đến trải nghiệm gaming đầy mê hoặc.']"
Laptop Asus TUF Gaming A15 FA507NU R5 7535HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP105W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w?utm_flashsale=1,"['Laptop Asus TUF Gaming A15 FA507NU R5 7535HS (LP105W) là một cỗ máy chiến game mạnh mẽ, được thiết kế dành riêng cho các game thủ và người dùng chuyên nghiệp. Với hiệu năng vượt trội, màn hình sắc nét và thiết kế đậm chất gaming, chiếc laptop này hứa hẹn mang đến những trải nghiệm tuyệt vời cho mọi tác vụ, từ chiến game đỉnh cao đến sáng tạo nội dung chuyên nghiệp. Đây là sự đầu tư xứng đáng cho những ai tìm kiếm một chiếc laptop mạnh mẽ và đa năng trong phân khúc laptop 20 - 25 triệu.', 'Sức mạnh vượt trội, chiến game đỉnh cao']"
Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT),HP,28.390.000₫,26.990.000₫ *,Không có,//www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt,"['Trong thời đại công nghệ số, việc sở hữu một chiếc laptop không chỉ đơn thuần là để làm việc hay học tập, mà còn là công cụ hỗ trợ sáng tạo và giải trí toàn diện. Với laptop HP Elitebook 630 G11 Ultra 7 155U (A7LC5PT), bạn không chỉ đầu tư vào một thiết bị điện tử, mà còn sở hữu một người bạn đồng hành đáng tin cậy, mạnh mẽ và độ linh hoạt cao.']"
Laptop MacBook Air 13 inch M2 16GB/256GB,MacBook,Không có,Không có,Không có,//www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,"['Với sức mạnh bùng nổ đến từ bộ vi xử lý M2 cùng thiết kế của một chiếc laptop cao cấp - sang trọng, MacBook Air M2 16GB 256GB đáp ứng đầy đủ mọi nhu cầu từ học tập, văn phòng đến đồ họa, kỹ thuật nâng cao.', 'Nâng tầm mọi trải nghiệm nhờ sức mạnh bùng nổ đến từ bộ vi xử lý M2']"
Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN),Lenovo,19.490.000₫,18.790.000₫ *,Không có,//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,"['Không thể bỏ lỡ mẫu laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003FVN) bởi cấu hình vô cùng phù hợp với con chip Intel i7 Gen 13, RAM 16 GB, SSD 1 TB,... sẽ là trợ thủ đắc lực cho những sinh viên thuộc nhiều khối ngành, dân văn phòng hay kinh doanh.']"
Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN),Lenovo,44.990.000₫,42.690.000₫ *,-5%,//www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn,"['Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS (83DH003BVN) là một chiếc laptop gaming cao cấp, hội tụ sức mạnh vượt trội từ chip AMD R7 8000 series, card rời RTX 40 series cùng thiết kế cá tính, hiện đại. Sản phẩm này không chỉ đáp ứng nhu cầu chiến game mượt mà mà còn là công cụ hỗ trợ đắc lực trong công việc sáng tạo và đa nhiệm.']"
Laptop HP VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA),HP,38.390.000₫,34.790.000₫ *,-9%,//www.thegioididong.com/laptop/hp-victus-16-r0127tx-i7-8c5n2pa,"['Laptop HP VICTUS 16 r0127TX i7 13700H (8C5N2PA) là một sản phẩm mới đầy tiềm năng đến từ thương hiệu nổi tiếng HP. Với hiệu năng cao từ chip Intel Gen 13 dòng H, thiết kế hiện đại và nhiều tính năng ấn tượng, chiếc laptop này hứa hẹn mang đến trải nghiệm sử dụng tuyệt vời cho bạn.', 'Sức mạnh đáp ứng hiệu quả các tác vụ']"
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),Acer,15.990.000₫,12.990.000₫ *,-18%,//www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b,"['Laptop Acer Aspire 3 A315 59 5283 i5 (NX.K6TSV.00B) là một trong những sản phẩm nổi bật của thương hiệu Acer trong phân khúc tầm trung, được thiết kế để đáp ứng nhu cầu của người dùng về đa nhiệm, hỗ trợ cho các tác vụ làm việc văn phòng, học tập hay giải trí.']"
Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN),Lenovo,23.490.000₫,21.490.000₫ *,-8%,//www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00dbvn,"['Từng chi tiết của laptop Lenovo LOQ 15IAX9 i5 12450HX (83GS00DBVN) đều được thiết kế để chinh phục thế giới game thật hấp dẫn với sức mạnh vượt trội cùng đa tính năng hữu ích. Hãy tham khảo ngay mẫu laptop gaming với thiết kế độc đáo, lạ mắt này với mức giá lý tưởng ở kệ hàng Thế Giới Di Động.']"
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1),Dell,Không có,Không có,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1,"['Với phân khúc giá gần 20 triệu, laptop Dell Inspiron 15 3530 i5 1334U (N5I5340W1) mang đến cho người dùng sự kết hợp hoàn hảo giữa hiệu năng mạnh mẽ, nhiều tính năng hiện đại và có một ngoại hình sang trọng. Đây là chiếc laptop lý tưởng dành cho sinh viên và nhân viên văn phòng, đáp ứng toàn diện các nhu cầu từ học tập, làm việc đến giải trí.']"
Laptop HP Envy X360 14 fc0153TU Ultra 7 155U/32GB/512GB/Touch/Pen/Office365/Win11 (AY8V4PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-envy-x360-14-fc0153tu-ultra-7-ay8v4pa?utm_flashsale=1,"['Laptop HP Envy X360 14 fc0153TU Ultra 7 155U (AY8V4PA) vừa sở hữu ngoại hình ""nịnh mắt"", sang trọng, cấu hình mạnh mẽ, màn hình 2.8K sắc nét cùng nhiều tính năng và tiện ích tân tiến khác. Sản phẩm có thể nói là hội tụ đầy đủ nhất những gì trên một chiếc ultrabook thuộc phân khúc cao cấp.']"
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w?utm_flashsale=1,"['Laptop Asus Vivobook 15 X1504VA i7 1355U (NJ023W) được trang bị bộ vi xử lý thế hệ thứ 13 mới nhất của Intel, mang lại hiệu suất cao có thể xử lý đa tác vụ mượt mà hay vận hành trơn tru các tác vụ như chỉnh sửa hình ảnh, lập trình và chơi game cơ bản.']"
Laptop Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H/8GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.008),Acer,20.490.000₫,15.790.000₫ *,-22%,//www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,"['Laptop Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H (NX.KQ4SV.008) nổi lên như một ""ngôi sao sáng"" trong phân khúc laptop cận trung cấp, thu hút sự chú ý của đông đảo người dùng. Sở hữu thiết kế tinh tế, hiệu năng ấn tượng từ chip Intel thế hệ 13 cùng mức giá hợp lý, sản phẩm này hứa hẹn sẽ mang đến cho bạn trải nghiệm giải trí và làm việc tuyệt vời.']"
Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1,"['Laptop HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA) là phiên bản cải tiến mới từ dòng HP Gaming VICTUS 15, mang trong mình sự mạnh mẽ với card đồ họa RTX 3050 mới và thiết kế đặc biệt, chắc chắn sẽ đánh bại mọi kỳ vọng của các game thủ.', 'Chinh phục mọi loại game với hiệu năng vượt trội']"
Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,"['Laptop HP 240 G9 i5 (6L1Y2PA) sẽ là chiếc laptop học tập - văn phòng khó lòng chối từ nếu bạn là sinh viên hoặc dân văn phòng bởi trang bị bộ vi xử lý Intel Gen 12 tân tiến cùng những thông số kỹ thuật ấn tượng.', 'Hiệu năng đáp ứng mọi nhu cầu học tập, văn phòng']"
Không có,có,Không có,Không có,Không có,//www.thegioididong.com/laptop/acer-predator-helios-18-ai-ph18-73-98aq-ultra-9-nhqvwsv001,Không có
Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,"['Nổi bật và quá thân quen trong phân khúc laptop học tập - văn phòng giá rẻ, chiếc laptop HP 15 fc0085AU R5 7430U (A6VV8PA) với cấu hình ổn định, vận hành hiệu quả mọi tác vụ từ làm việc đến giải trí đa phương tiện. Máy hội tụ đầy đủ các yếu tố để trở thành bạn trợ thủ lý tưởng cho người dùng.']"
Laptop HP Gaming VICTUS 16 r0128TX i5 13450HX/16GB/512GB/144Hz/6GB RTX4050/Win11 (8C5N3PA),HP,31.690.000₫,28.990.000₫ *,-8%,//www.thegioididong.com/laptop/hp-gaming-victus-16-r0128tx-i5-8c5n3pa,"['Laptop HP Gaming VICTUS 16 r0128TX i5 13450HX (8C5N3PA) với diện mạo mới, hiệu năng khủng từ con chip Intel Core i5 dòng HX hiệu năng cao và đa dạng các tính năng. Mẫu laptop gaming đến từ nhà HP này chắc chắn sẽ là trợ thủ đắc lực cho game thủ không chỉ trên chiến trường ảo mà còn đáp ứng tốt nhu cầu sử dụng hàng ngày.', 'Bật tung giới hạn với hiệu năng khủng']"
Laptop Lenovo ThinkBook 16 G7 Ultra 5 125U/16GB/512GB/Win11 (21MS007GVN),Lenovo,23.190.000₫,21.690.000₫,-6%,//www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn,"['Nếu bạn đang cần một người bạn đồng hành học tập, làm việc hiệu quả, linh động nhưng lại sở hữu một mức giá thành cân đối thì đừng bỏ qua laptop Lenovo ThinkBook 16 G7 Ultra 5 125U (21MS007GVN). Máy với hiệu năng tích hợp cao, màn hình 16 inch sắc nét hỗ trợ người dùng mọi việc từ cơ bản đến nâng cao.']"
Không có,có,Không có,Không có,Không có,//www.thegioididong.com/laptop/acer-predator-helios-neo-16s-ai-phn16s-71-94t0-ultra-9-nhqx7sv001,Không có
Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/16GB/512GB/4GB RTX2050/144Hz/Win11 (83LK000BVN),Lenovo,19.990.000₫,18.490.000₫ *,-7%,//www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk000bvn,"['Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX (83LK000BVN) không chỉ là một chiếc laptop, mà là vũ khí mạnh mẽ giúp bạn chinh phục mọi đấu trường ảo. Với ngoại hình hầm hố, thiết kế đậm chất gaming và cấu hình siêu mạnh mẽ, chiếc máy này chắc chắn sẽ mang lại những trải nghiệm chơi game không thể tuyệt vời hơn.']"
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),MSI,22.490.000₫,18.690.000₫ *,-16%,//www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,"['Laptop MSI Gaming GF63 Thin 12VE i5 12450H (460VN) là chiếc laptop gaming quốc dân mạnh mẽ từ vẻ ngoài đến nội lực và đặc biệt sở hữu card đồ họa rời RTX 4050 đem lại sự vượt trội trong tầm giá chỉ vỏn vẹn xấp xỉ 20 triệu đồng.', 'Chiếc laptop gaming quốc dân với hiệu năng mạnh mẽ trong tầm giá ấn tượng']"
Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/24GB/512GB/Win11 (83K1000FVN),Lenovo,Không có,20.490.000₫,Không có,//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn,Không có
Laptop Dell G15 5530 i9 13900HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i9HX161W11GR4060),Dell,46.190.000₫,40.990.000₫ *,-11%,//www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,"['Các game thủ không còn phải bó buộc mình ở một chỗ với một chiếc máy tính để bàn cồng kềnh nữa. Với laptop Dell G15 5530 i9 13900HX (i9HX161W11GR4060) bạn có thể chơi game ở bất kỳ đâu với hiệu năng đến từ còn chip Intel Core i9. Thiết kế gọn nhẹ, hiệu năng mạnh mẽ, chiếc laptop này là người bạn đồng hành hoàn hảo trong mọi tác vụ.']"
Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (873F2PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-873f2pa?utm_flashsale=1,"['Nếu bạn đang tìm kiếm một mẫu laptop học tập - văn phòng đáp ứng tất tần tật mọi nhu cầu làm việc, học tập và giải trí thường ngày thì hãy tham khảo ngay laptop HP Elitebook 630 G10 i7 1355U (873F2PA) sở hữu hiệu năng vượt trội, thiết kế tinh tế, mỏng nhẹ cùng đa dạng các tính năng tân tiến đi kèm.']"
